index,comments
367,Quách Thu Hằng đấy tui cũng soi nãy giờ tưởng đâu tui can ko thấy đường
368,"Quách Thu Hằng b giống mình, nhìn mãi vẫn k hiểu mng đag chê cái j, rồi tự vấn bản thân hay mình dễ ăn dễ uống quá 🤣"
369,Thịt sắp vào một góc thế kia là mc có tâm rồi. Chỉ là chưa biết cách bày biện sao cho đẹp mắt cho ngon lành thôi. 😍
370,Chụp cái ảnh ở quán bún chả làm trò
371,Ngon vậy ko ăn đưa đây
372,Ngon dư lày còn kêu j nhỉ
373,Cái bàn và cái đĩa ớt và tỏi kiểu kia. Thêm cả cái bát là biết thừa ngoài quán r :))
374,Ý các bạn là cái phần thịt ở trong bát chấm hả? Nó có vấn đề gì à?
375,Ăn thì ăn k ăn thì cút!! Nnay r vẫn muốn clg kb! K thích thì tự bỏ tiền gọi mẹ xuất khác mà ăn! Đăng hỏi mn cl!
376,Ủa mọi người ơi mình thắc mắc??\nLà do mẹ ck bỏ thịt chan vào nước hay như thế nào vậy. Chứ mình thấy bún gắp ra đĩa (vì mn ăn sẽ gắp trong túi ra bát) như vậy là sạch sẽ rồi. Rau tỏi ớt cũng gọn gàng mà ta. Đâu có gì mà lên đây hỏi vậy???
377,Phuongg Duyen Cũng đang hoang mang. Dân Nam ăn bún chả cũng bỏ thịt vào nước mắm sãn mà?
378,Jimmy Quang Ngô thay ảnh mới ở quán rồi bạn
379,Cái ảnh cũ đâu rồi nhỉ
380,"Để phần ít cũng được, miếng ko ưng ý mình cũng được. Nhưng phải để cái bát hoặc cái đĩa hẳn hoi, đậy lại tránh ruồi đậu. Vậy là được."
381,"Nhìn Ngọc Tuyền đơn giản mà ngon á m. Lâdn trc ăn sáng bánh ướt nước mắm mặn vài lát ớt xanh vs chả, ta nói nó ngonnn"
382,Tuyệt dời lúm ạ 🥰
383,Bác chủ nhà quan hệ rất tốt
384,Anh Nhói Bày tiệc ở lầu 7 chưa là j đâu a 😂
385,Chật chội quá! 🥹
386,Gòi chung cư tới công chiện luôn gòi
387,Sao k xg nhà sinh hoạt cộng đồng nhỉ. Thề nhìn ntn ngộp ngạt k tả dc
388,Vũ Kim Dung rồi báo cháy 1 phát thì chân vướng bàn vướng ghế đố chạy c nhể
389,"Quả này chắc làm chui ko xin phép BQL rồi chứ ai cho cưới xin kiểu này :)) thôi thì ngày vui anh em hoan hỉ thả, phạt gì tính sau ạ"
390,Bii Bii quan điểm là cưới xin ra hẳn ngoài =)))))) như này khổ
391,Bii Bii công nhận mà tổ chức nn k biết vui vẻ thế nào nhể
392,Bii Bii chắc chắn làm chui rồi chứ vầy ảnh hưởng quá
393,"Bii Bii bất lực thật chứ =))) thấy bảo xin 1 kiểu, tổ chức 1 kiểu ciw"
394,"Nguyễn Dung Minh còn gì là vui nữa, bảo em đi em k dám dự"
395,Bii Bii chui chứ còn ai cho làm nn
396,Bii Bii nghĩ mà thấy tội BQL nganggg
397,Bii Bii họ chắc đợi qua hết hnay mới lên
398,Ăn xong ai về nhà nấy luôn
399,"S e thấy chật chội, khó thở quá.\nNó hẹp quá làm quả rèm trắng nhìn sợ sợ.\nKo ấy ra nhà hàng gần đó cũng được mà. Có ít làm ít có nhiều làm to"
400,Để hoa trắng khăn bàn trắng nữa toẹt vời ấn tượng cmnl :)))
401,Đứa nào làm qả Background này vậy ?? :))) Nyc cô dâu hay chú rể :))
402,Nhậu xong mở cửa vào nhà ngủ luôn :)))
403,Mang làng vào phố
404,Nên làm dưới phòng sinh hoạt chung tầng 1 vừa k mất sự riêng tư vừa đảm bảo đi lại ..
405,"Mi Mi thế kéo nhau ra hàng cho nhanh , đây là cả tầng nên cũng ko mất riêng tư và cũng ko ảnh hưởng đi lại vì cả tầng ngồi với nhau hết rồi còn đâu :)"
406,Hạ long gặp mấy phát rùi
407,lần đầu thấy là đợt nhà anh Xoài =)))) Nguyễn Hùng Nguyễn Chí Thành
408,Hiếu Nguyễn =)))
409,Đới Thuỳ Linh xem hàng xóm quanh đấy có ai gần cưới kh
410,Phương Anh Lưu :))) có mấy đứa trẻ con
411,Đới Thuỳ Linh :))) Khiếp thế biết bh mới có cỗ
412,Thảo Vân ăn này cũng đc:)))
413,Trịnh Tuyết có khi lại đc 40 mâm 🤣🤣
414,Trịnh Tuyết tôi ko dự đám cưới này😂😂😂
415,Lan Anh
416,Linh Hà Ngoc Coco :))
417,"Chắc cả họ mua chung 1 tầng về ở cho vui chứ như này nhà nào k ăn, cần yên tĩnh thì thấy khó chịu lắm"
418,"Hoàng Long trên Hn hay thế này lắm e,cả tầng ngồi ăn ntn lun"
419,Nhưng mình thắc mắc BQL toà nhà cho phép làm vậy á? Ảnh hưởng an toàn PCCC chẳng hạn?
420,"Mời các pác về chung ce Hhuy Đổng Quốc Bình Hải Phòng, ma chay hiếu hỉ đủ cả 🌝"
421,Nguy hiểm quá .nhỡ ko may . Ko có lối thoát luôn .
422,Hoàng Hải thế bt k may thì cũng có khác gì k
423,"Ngoác Singer bt ko may còn chạy ra thang thoát hiểm được, này là bít lối luôn."
424,Ngta vẫn để chừa lối đi lại kia thi với cả đây ăn chung vui hàng xóm láng giềng cả
425,Trời ơi 😭😭
426,Hồng Nhi thương hey.
427,Ôi trời ơi.😭😭😭
428,Ôi ngày xưa xem phim a này đóng nè.thật đáng tiếc😟
429,"Ôi, adidaphat. 🙏🏻🙏🏻"
430,"Ôi, đỉnh cao 1 thời"
431,Phuong Anh Hoang
432,Nhồi máu cơ tim cực kì nguy hiểm. Thế mới thấy bố mình may mắn ntn 😢
433,💚💚💚
434,🙏🏻🙏🏻🙏🏻
435,Sốc vậy 😳
436,Trời đất
437,Đời quá vô thường ạ!\nChia buồn cùng gia đình anh
438,Vô thường quá :(
439,Đóng Mv của ƯHP
440,Tr ơi 🥺🥺
441,Đẹo như huyền thoại. Tiếc thương
442,Bất ngờ quá luôn! cầu mong hương hồn em sớm siêu thoát. ADIDAPHAT 🙏🙏🙏
443,Khổ thân thế
444,Đóng MV người thứ 3 của Ưng Hoàng Phúc
445,Anh này hình như trước quảng cáo Number One
446,Minh Hoàng biết ông này k
447,"Hoang Anh xưa coi phim có ổng miết, hay đóng mấy vai phản diện"
448,A Di Đà Phật 🙏🏻
449,Trời
450,Juci Nguyễn
451,Uôi 😰
452,ôi thần tượng 1 thời. sốc thật sự
453,Nhe nhang an lanh !!!!
454,Cao Ngọc Phương Trúc
455,Xem những mẹo hỗ trợ giảm cân cực nhanh cập nhật hàng tuần tại #giammoslw 👾 ⚾ 🌶
456,Mất bên mỉ ah mọi người?
457,"Trang Bông sang mĩ lâu r mà b,có vẻ vất vả nên cũng tiều tụy hơn"
458,Nguyễn Nhi trời ơi
459,Gii Doan giờ mọi thứ quá nhanh
460,Nguyễn Nhi bất ngờ thiệt á trời
461,Chuyến đà nẵng của chúng mình =)) Tùng Anh Đào Trang
462,Xuan Anh Nguyen giờ up bù có đc ko ạ? 🤣
463,Xuan Anh Nguyen 6 năm chưa thấy clip đâu…
464,Nguyễn Thị Bích Ngọc Nguyễn Ngọc Dung Phan Huyền Hồng Liên tình trạng chung của ce sau 2n1d 😆😆😆
465,Trần Tuệ Anh đi 4n thì chắc máy p 1tb ý nhỉ 😂
466,Quỳnh Như Mai Phương 1T mới đủ
467,"Vũ Hạnh chụp 1 tiếng, pts 3n2đ mới xong :)"
468,Giống 1 ngày đi dạy chụp ảnh học viên của mìh ghia
469,May quá mình 1TB
470,Luong QuachJane ZhangJulie Wong giống k😂
471,Đi đc quán cafe ứng ý còn thế này chứ 3n2đ là cái j 😌🙏🏻
472,Kiều Trương Nguyên gần 256gb cứ thế ra đi ạ
473,Lê Quang Thành tính quay làm vlog mà để mãi vẫn chưa làm\nĐầy xoá hoa cả mắt\nMua thêm bộ nhớ drive vẫn ko đủ\nÔi thặc là đau đớn gục ngã
474,Con thảo Hoàng Phương Thảo
475,1 chuyến đi đáng nhớ khum thệ nào quên
476,Tưởng có mình mình kkk
477,Đây là Chi Nguyễn khi đi du lịch 🤣🤣🤣
478,Hoa Tuyết
479,Đức Toàn Hồng Thủy ôi 2 đứa em dại của ta 2 ngày 1 đêm đã quá đủ gòi
480,Mai Hương có nhõn 700 cái thôi mà
481,Ahnn Thư đã chuẩn bị bộ nhớ cho chuyến đi 3n2đ chưa 🤣
482,Thuý Hiền năm nay nhờ cả vào bộ nhớ của Nguyễn Linh Chi
483,Cấn Ngọc Trà MyNguyễn Hương Quỳnh máy t y hệt
484,Thảo Nguyễn giải cứu điện thoại t
485,Quỳnh Quỳnh hết cứu 🐸
486,Đèn Led Trần Lập chưa tới mức ấy 🤣
487,Vũ Huy Quỳnhh Maii kiếm em cái usd :)))
488,Nguyen Thi Khanh Ly Ngoc Huyen Nguyen t thấy nhột quá bay
489,Lê Minh Thương phải cỡ này thì mới ý nghĩa
490,Lê Minh Thương gửi thêm ảnh vào cho ý nghỉa
491,Hiền Cathy là c đúng k 🤣🤣
492,Lan My Nguyen chả có nhẽ mềnh tôi :)))
493,Hiền Cathy e 1 góc thôi 🤣
494,Lan My Nguyen 9/10 :D
495,Đặng Bình kìa 🤣
496,Sun Sun
497,Sun Sun
498,Lê Thuỳ Linh Linh ơi quen ko :))
499,Dương Thùy Trang mình chắc nhiều hơn chỗ này luôn 🤣
500,Nga Pham sợ hãi =]]
501,"Mong Bs bình phục sớm, và được BV giao cho công việc phù hợp."
502,Tẩy chay cho sập mịa bọn The Coffee House đi chúng m. 🙄
503,Hạnh Hói
504,"Số phận éo le thật. Mẹ ug thu, con bị liệt. Tội wa"
505,Và bọn TCH vẫn giả điếc
506,Đúng là hoạ vô đơn chí
507,chúc em sớm bình phục
508,Yến Thư nhìn qua tưởng b
509,Chúc bác sĩ mau khỏi
510,Tẩy chay bọn coffee house.
511,Nếu chúng ta muốn thể hiện cho mọi người biết mình là súc vat thì cứ mua 1 cốc coffe house là được.
512,Thành tựu 42 năm thì có mỗi 3+ trên tus
513,Lê Võ Châu Uyênhet chuaaaa
514,"Kao 37 năm rồi cũng còn nhiều cái ở thủ đô ko biết, chưa thử bằng người tỉnh khác về :)))"
515,Đi mỗi hoàng thành thăng long 🤣
516,Mỗi chưa đi hoả lò vs hoàng thành thôi :3
517,Công nhận. Nhg đón giao thừa 1 lần ở hồ gươm với ăn bmi dân tổ rùi
518,Làm đc 1 nửa. :)
519,Chưa đi tù với xem hạ cờ 🤣🤣
520,"Sắm đc con máy ảnh xịn, nhất định mình sẽ điiiii"
521,Kệ
522,Đang nói tôi đấy à =))))
523,3 cái đầu thật sự tiếc. Chứ những cái sau thì nói thật nó không quá ràng buộc đâu. Dành thời gian đưa cả nhà đi chơi rồi ăn cỗ Bát Tràng còn hơn 😪
524,Ké 1 chân 😎
525,May quá đi hết
526,Hà Kiều My đc mấy điểm zị 🤣
527,Chưa\n- nhà tù\n- bus 2 tầng\n- countdown
528,Full luôn
529,"Y chang t ở HCM nhưng t chợ Bến Thành, chợ Hồ Thị Kỷ, chợ Cây Gõ, chợ Hạnh Thông Tây, chợ Bà Chiểu đc đúng lần 😂\nDinh Độc Lập chưa đi\nBến Bạch Đằng chưa đi\nĐịa đạo Củ Chi chưa đi\nSaigon waterbus chưa đi\nBus 2 tầng chưa đi\nLandmark 81 nhưng lên mỗi tầng 1\nBảo tàng mỹ thuật thành phố chưa đi"
530,Sống ở cái Thị Trấn Hà Nội này gần 2 chục năm rồi\nTao ￼còn rất nhiều cái chưa luôn\nVí dụ như Chưa đi đâu :))
531,Còn chưa đi công viên nước\nĐi quốc tử giám
532,Tao 4 chục tuổi còn chưa đi hết😂
533,"Trộm vía, sau 40 năm thì mình đã hưởng đủ.\nBonus: Vào viện bảo tàng Hồ Chí Minh ngắm bác nằm mấy lần, cuối tuần đi xem đua ở Kim Mã vào những năm 9x…"
534,Là thằng ở HN lười chảy thây như tao còn ko đến mức như mày ! Mày ở Thị Trấn nào của HN vậy 🙂 Nhất là góc độ xem bắn pháo hoa đêm giao thừa kkk
535,15 năm ở Hn chưa trải nghiệm cái nào luôn
536,Nếu không làm du lịch thì mình còn chưa đi cả lăng bác
537,Ngoài xe bus 2 tầng ra thì đã làm hết rồi :))
538,"Thế mà cũng đăng bài, còn đầy thứ, ví dụ: bún đợi bún chờ"
539,Chỉ “chưa”” 2 cái đầu thôi nha :))))
540,Ít me
541,Tao…chính taooo
542,Có mỗi điều 1 tau chưa làm đâyy
543,Chưa đi tàu trên cao nữa nhé
544,Linh Thiên An Nguyễn Hải Anh Kha Ly Pham nào nào các cháu đã checkin đủ để xứng tầm con dân HN chưa thế? :)))
545,Mới làm có 3/9 thấy cũng chả vấn đề gì 🥷🏼
546,Trừ cafe trứng còn lại thì là chưa =))) ở HN cũng 16 năm rồi :)))
547,Nguyen My Lan e suýt như vậy gỡ lại mỗi uống cafe trứng
548,Cx 50/50 r ;)))
549,Tao mà thấy thì toang cái bát vào mặt 😌
550,Tốt hơn là bỏ ngoài mà ko ngâm nước. Nó khô cứng rửa khó ra!.🤣
551,Để tý trộn cơm ăn cho nhiều colagen đaya 🐧
552,🤣🤣🤣 nhà nào cũng có người như vậy thôi
553,Nguyễn Ngọc m áp dụng đi
554,Huyen Ngoc Nguyen sắp r đấy
555,quen quá Hien Chan
556,Vũ Ngọc Linh khum phải chỉ mình c nghĩ như dậy🥹
557,Ê thấy tức vãi chứ ko thấy vui gì luôn ấy ?!?
558,Nguyễn Hồ Thu Thuỷ :))))) vợ vẫn cười thì còn hầu mệt
559,Vương Thế Vinh chồng t vậy t chửi thẳng luôn chứ ko cười nổi đâu
560,"Nguyễn Hồ Thu Thuỷ :)))))) đúng dzay, đây là cái nết lười chảy thây rùi"
561,Vương Thế Vinh chồng tui cũng lười mà cỡ này là t chửi ầm luôn đó. Ít ra ăn ko rửa thì bỏ vào bồn rửa đổ hết đồ ăn ra là đc
562,"Vào t là cái bát vỡ đôi luôn, ghét nhất kiểu ăn còn 1 tí để lại để k phải rửa bát"
563,Thề phải nói là cái tư tưởng trọng nam khinh nữ ngày xưa nó hại cái ý thức đàn ông kinh khủng. 10 ông thì 9 ông coi việc dọn dẹp là của phụ nữ r
564,Nhìn ức chế dâng tận ngọn tóc.
565,Mua cái máy rửa bát là giải quyết hết nhá 😅
566,Bảo Anh Junie 7749 những cái ối dồi ôi của những ng vô ý thức 🫢
567,Trương Huyền My sợ hãi :)))
568,Bó tay thật chứ😂
569,"Cái nết ck t thì ăn chưa hết cũng đổ hết đi , lãng phí vch 🥲"
570,ck t chuyên môn ngâm nồi vào bồn rửa để đỡ phải rửa
571,Chinh PhamNguyễn Ngọc Mai các em tôi =)))
572,Hhahaha thế này bữa sau mang ra ăn tiếp cũng đc c ôi kkk
573,"Nó chửi cho đmm t là đồ ăn à thế là chia tay, vui trước nha🤧"
574,Thu Hiền :)))) văn minh đấy :)))
575,Muốn ăn con người ta hay gì 😬
576,Jason Nguyen
577,Tuyet Nhung :))))
578,Nguyễn Thị Huyền Chi 😁😁
579,Nguyễn Khánh Hồng =))))
580,"Nếu em xấu và có 1 ai đó yêu em, em sẽ biết người đó yêu là vì con người em.\nNgười phụ nữ đẹp không bao giờ biết phải tin ai cả."
581,Không thể xào nấu 🙄 ý là chê à
582,Không thể nào xấu .-.
583,Ăn sống húp cả nước à 🫣
584,Khen vị chịu á
585,kiến thức đã đuọce tiếp thu
586,Ko thể xào nấu mà não ko load kịp thành ko thể nào xấu :))
587,Không thể nào xấu
588,Không thể nào xấu :))
589,Ko thể nào xấu
590,A đúng là mồm lèo 🙂
591,K thể nào xấu 😂
592,Hoàng hì
593,Đặng Tuyết Trinh nghệ
594,Bác Hồ vĩ đại muôn năm <3
595,Mừng sinh nhật Bác nào
596,Happy birthday Người Cha của các Dân Tộc ❤️
597,"Không quay mặt lại đi, t đang ở bên kia =)"
598,Lê Hạnh chị là con vịt số mấy 😆😆
599,Minh Linh Nguyen t đang ở phòng 🤷\u200d♀️ m đang xát múi trái tim t à 🥹🥹
600,Thấy tôi ko? Đang ở đoạn giữa kìa
601,26 năm ở đất HN mà chưa bao h đi đạp vịt 🤭🤭
602,Nhung Hồ b lại chê quê hương của b à
603,Linh Tuyết khum bạn ơi . Tôi chưa có cơ hội đi thôi bạn ơi 🤭🤭
604,"mai quaaaaaa, mai 1 mình quaaaaaaaaaa"
605,Thanhh Huyền mai t vs m ra HAB đạp tiếp nhé
606,Nguyen Thuy Linh thiên trời địa lợi quá ko thích baoh mưa to thì đi nhé :))
607,Lê Đài Trang ao ướt đk đi đạp zịt í :)
608,Giang Vuhuong k đi đạp vịt à =)))))))))
609,"Vũ Phương Linh điên, còn lười k lết đi đâu :v cắm mặt vô máy tính"
610,Thành Loe nào đi thể dục :))
611,Quỳnh Ánh hồ Hoàng Cầu có đạp vịt không em? mai a cho đi đạp vịt=)))
612,Tú Linh Vũ ứ ừ hồ hoàng cầu bé tí lấy đâu ra đạp vịt=))
613,"Quỳnh Ánh Thế hồ nào em chọn nhé, ra đạp vịt cho mát^^"
614,Tú Linh Vũ m đạp t ngồi chơi thì đc ^^
615,Quỳnh Ánh chân bạn dài mà bạn nói gì kì z🥲
616,Loan đạp vịt k bé
617,Thoa Hoang Phuong Anh Nguyen Mai Phương Thảo kìa mấy ní
618,Hoàng Thị Kiều Trinh đi luôn
619,Đi k t chưa đi bh Thuỳ Linh ĐỗNguyễn Thị Ánh Nguyệt
620,"My Linh chịu ạ , mỏi chân gần chớt"
621,My Linh tôi nghiện sợ nc :)))))).
622,Chán các bà thế =)))
623,Độc thân vui vẻ kh phiền ai
624,Duân Nguyễn anh đi đạp vịt với em không
625,Quân Trố anh xin lỗi e rất tốt a rất tiếc
626,Duân Nguyễn dỗi thật :)
627,"Tí nữa nó lại mưa thì lại thiên thời địa lợi, nhân bầu :)))"
628,Đạp zịt thì ít mà đạp mái thì nhiều🤣🤣🤣🤣
629,"Đạp vịt nóng, đạp chỗ nào nó mát mẻ ko thích hơn à 🤣"
630,Lê Mạnh đạp trên mặt hồ rồi còn kêu nóng thì đi chỗ nào đạp mà chẳng nóng hả a mình 😂😂
631,Dương Hồng đạp trong điều hòa ko mát hơn hả e 🤣
632,Lê Mạnh e thì nghĩ là cứ đạp là mệt là nóng ròiiii 🤣🤣. Hỏi Sunny Huang xem phải k 😂😂
633,Dương Hồng đạp đìu hoà mình ưng còn đạp ngoài hồ mìn chê nha. Nóng lắm 🤣
634,Lê Mạnh đáp án là đạp mái :))
635,"Mýt Bún Lèo đúng rồi, bạn siêu quá 🤣"
